angle_mie,length_mie,angle_shadow,length_shadow
15.34877114452566,133.67591153169016,18.81478681835637,130.91390474026957
11.922931787634406,197.43684052230049,18.817547811059907,199.1080749608764
13.64702150537634,45.065764084507045,17.359711574000507,40.92556677999029
11.915345406933625,139.82996508215962,21.10735497804168,139.4187811032864
14.786673387096773,43.17431778169015,18.2809247311828,38.74723694248827
11.82831149193548,192.9138167546949,20.57900658138673,197.49166505281693
15.740312499999998,159.3337918133803,18.94920399815933,159.55308993544602
12.937324980798769,17.571262030516433,16.694545119577302,13.126559020791415
12.955228243021343,83.6211151701878,17.32146184259418,80.1808758802817
11.880978830645155,188.3983092533697,18.787278993855608,188.32226232394368
12.934365068697726,84.06428012519562,17.121889518446416,81.99008538732394
11.943152892458857,158.88148943661972,20.49495249112035,160.96482159624415
13.828276209677416,28.57949719824322,18.324696620583715,24.295099094567405
13.056748559907836,113.10300645539908,19.23624225724452,110.96484976525822
14.65235298479792,193.3250007335681,17.25179762217426,194.97725291534152
14.786673387096773,17.16373302034429,18.2809247311828,15.12279849765258
11.904990927419352,183.96843840051804,18.66467809139785,182.99057673122067
14.810534274193548,85.45773694248828,19.11089596244505,81.66113820422535
12.773783602150534,105.26309859154932,20.419012786841343,99.766939407277
13.554048711531326,87.23953418427232,18.513229908231366,84.22462713917916
14.735661115627048,62.73296904342723,18.24949971121759,57.75764289906104
12.531031586021502,113.61013336267608,20.468922731422623,108.99824079963652
12.9420089765745,115.67975938967136,19.245036542561536,113.78831308685446
11.783314852150534,187.1435349178404,20.47377353309232,191.04978271713617
12.96770463709677,93.26536907466304,20.33156312569521,89.21321728286387
11.900612891638852,145.9291941021127,20.84958262464784,145.2850058685446
14.360234543010751,176.80911091549297,17.624679624185596,177.32994395539907
15.443223371537156,115.7482900528169,18.839460685483868,113.07559419014083
15.187797379032258,98.25926481807512,19.14299063940092,95.00560578524912
16.224976998252025,172.36832394366198,18.849969663713647,172.69373406027566
12.488700748847922,133.7581483274648,20.25529157562635,131.24992605633804
15.42863409575454,111.58162573356807,18.96683467741936,108.8541053403756
12.340083669354836,171.83068983795243,19.68508075479164,175.21919953051645
14.60941196236559,200.31512837441315,17.153362401860385,203.3167714201878
11.873166330645155,189.7065817194836,18.803796130952385,190.29594542253523
13.515380017148676,76.16497901995305,17.907148051038483,73.08109917840376
15.440753706168229,136.96538336267605,18.850954013056835,135.25211678403755
13.116279809907832,111.85574838615024,19.21380005294344,109.63535490023474
11.784963037634403,189.77511238262912,20.55630093622544,193.4492401938513
11.773769787933093,177.12435196596243,20.32244368743047,180.44123606220657
15.782482190860213,161.2389442488263,18.95154534800572,161.18411971830986
13.93246360539488,145.8195450410798,17.812015687440777,143.520009692564
14.58535970522803,190.0629411678404,17.39767350627681,191.3128520369529
13.31197580645161,106.52406279342723,20.382053659158323,102.0010390258216
15.7368704810901,150.7400466549296,18.941092734423066,149.21044225352114
15.721648857526882,157.52458230633803,18.98858615800217,157.96317855046948
14.620255556585503,198.8074537852113,17.148618590925707,201.20248992882023
12.94094772998805,88.9528007629108,17.22495732526881,85.59479826877936
14.56807908842068,73.47857702464789,18.62260722698423,69.09261458333334
14.042223790322575,88.29490639671361,19.840032142195028,84.86837323943664
13.490627613500594,71.17594674295775,19.112819279284444,69.31282644757434
11.89570161290322,186.37599149061035,18.723638440860213,186.18410563380283
11.75384912634408,181.6062573356808,20.35878951149425,185.5125051349765
13.573526752608716,59.55510429242119,17.59244951138285,55.65927820687567
13.95123372033741,146.84750498826293,17.814965956257982,145.07631894593368
11.862586320191154,170.5179960387324,20.264722158218127,173.2318102992958
