angle_mie,length_mie,angle_shadow,length_shadow
12.59076646505376,130.8524482100939,19.37065535958757,129.72854533450706
11.931983885228597,156.83927567488263,20.44937147002696,158.3469502640845
12.40326983685576,109.36123224765258,17.854666666666667,106.93916281019452
15.313266129032256,101.20608333333335,19.101739919354834,98.21631893583724
13.558166655079711,83.22010025745874,18.357283671672228,80.40459533545358
14.762923387096771,78.78650532081377,18.83419367749881,75.07305712050078
12.072611223118278,147.95770173122065,17.711054331201332,144.46263791079815
11.954747387970755,169.6611264367816,20.6260298652677,176.0141552230047
12.814729406682028,119.4900642605634,19.23799455146031,117.8179160798122
13.050340053763438,89.60096819627442,20.16843577354468,86.14879130698168
14.741061827956988,59.7587382629108,18.494823476702507,55.62862363067293
12.25417911104931,125.1644031690141,17.42206412217278,122.09422946009391
13.09890984195402,116.06353110328638,17.529425736672433,111.19785401995306
14.786673387096773,17.16373302034429,18.2809247311828,15.12279849765258
11.768173723118275,177.82336473004693,20.34107515294772,181.510314407277
11.977532258064514,176.66656713615026,18.56370362903225,175.20549339788735
12.937324980798769,17.571262030516433,16.694545119577302,13.126559020791415
13.64702150537634,40.22749926643193,17.359711574000507,36.31576901408451
14.590636922969964,190.9812520539906,17.370481686000318,192.14759972739668
13.047650094798762,73.95829166666667,17.098760453652858,69.97176509054326
13.828276209677416,22.48159457822202,18.324696620583715,17.661933369447453
16.13823844259189,183.84744633317143,19.04866215310459,186.021400575496
12.505302131336402,132.10235907920642,20.298067113260764,129.71483920187794
12.126680443548386,139.92682175273868,17.565863517334073,137.5547470657277
12.707771889400917,122.99883421361504,20.350888694117803,119.07888028169016
14.013507438820907,150.411099471831,17.872615613284307,149.1368712706346
12.942308617084825,82.89469014084507,17.07927863134964,80.07122681924884
11.930302477289578,198.25920848004696,18.794325364823347,200.1607059467919
12.36960517473118,118.5624685748902,20.51386052440689,114.89806769650158
13.007041143966546,101.30202626173708,17.442258027180404,97.42319072769952
13.617677131336404,60.86893500586855,18.7809099325214,58.484540553666825
12.958315080578949,81.3870155516432,17.29363892592751,77.90565786384977
14.576287124582867,187.55471889671364,17.570685425936222,188.7237193699833
13.139209389400918,110.2247186032864,20.4156396806637,105.64687030516431
13.828276209677416,47.50545569248827,18.324696620583715,43.61108654147105
11.84118739388794,196.9571258802817,20.586515585055523,200.6851939553991
13.19642854825467,39.48781023777071,16.403972999241002,35.08769953051643
14.196896111420092,163.07556602112678,17.689951048453306,162.30985007824725
12.299603254608291,147.17827965571206,20.350474901014355,145.55912852112678
13.19642854825467,20.24395789319249,16.403972999241002,21.87498767605634
15.082317111605484,23.17485960926852,17.952978656840934,18.34272149564051
14.786673387096773,23.61109780907668,18.2809247311828,20.48668908072089
15.082317111605484,23.17485960926852,17.952978656840934,18.34272149564051
14.587054771505375,203.2893591549296,17.126612458752916,206.52400645539907
16.15915528497272,170.0382813967136,18.91593572554161,169.89237740421024
11.963087119973553,161.48565463615026,20.59198930910889,164.39135475352114
13.36766633064516,104.64632262323946,20.30377240915832,99.95882526408452
14.476592023544674,79.3173895246479,18.90398932842047,75.94568089788733
12.437618279569888,140.13150000000002,19.282043826748325,139.39136883802817
15.082317111605484,23.17485960926852,17.952978656840934,18.34272149564051
12.245874327956985,123.57449178403758,20.737273467028324,120.5591426056338
14.200149552743786,164.40506088615024,17.642079802624604,163.45020031298907
12.341476403823176,165.13148591549296,19.27769303232224,166.53923837649555
13.64702150537634,35.60853257042254,17.359711574000507,31.959046322378715
12.41413642473118,117.4341443661972,20.45304864844683,113.49738936846887
13.180676343975668,58.40183113262911,16.69002622248578,54.79623398455248
12.347099925843526,176.0893178858095,19.83105298749729,179.1170467969105
13.267007980096931,107.95126912009694,19.23553667001797,105.26309859154932
13.556604155079716,85.32067561619719,18.435726211994808,82.37385710093898
11.91691329486466,140.87163116197183,21.047051922324265,140.0730205007825
12.135842501920118,155.4001317488263,20.46604281377456,156.15488278560252
16.090945367538005,168.5991374706573,18.917861128767413,168.2511785552022
13.64702150537634,19.24164167802514,17.359711574000507,17.348918101199793
11.927465352449218,166.5706298415493,20.31649500768049,168.85955399061035
13.44214910912919,98.54267227018023,18.981294424360403,96.1759326584507
14.351655913978494,175.90450616197185,17.612173575798504,176.35680853873242
13.38240112525822,103.22088482981222,19.118058847437325,100.7948993544601
15.741759593993326,149.89026643192489,18.920867878101227,149.17931606845374
12.150853830645158,137.06840042404968,17.535656864108265,134.33380589788734
12.0420564516129,164.92633605936695,18.10620089451242,162.42209298803573
12.710273185483867,108.15509257629108,20.416496657809084,103.0289989730047
13.828276209677416,38.06193031103287,18.324696620583715,34.30954490383159
12.830594182027648,89.91223004694837,17.680288889364252,86.55422755281691
12.322680107526882,167.61229592136152,19.401541822644813,170.03922664723976
15.808330981182792,161.82830795187795,18.936656235102493,161.81460181924882
12.638262768817205,110.97855589788732,20.469861959533223,105.81134389671362
12.722859447004607,122.05311106220658,19.25872069393343,120.46319967723004
12.526512432795696,134.4571610915493,19.36280430981004,133.47031954225352
12.75042943548387,106.66112411971832,20.40648590512091,101.32943852699532
13.594136691230997,137.08873855633803,17.60486490776789,134.10080164319248
14.248802963941417,172.0667890258216,17.534324785475924,171.46189170579032
13.828276209677416,42.74191140390733,18.324696620583715,39.33217931243375
13.523921345218966,70.30697793427231,17.78598111638021,66.6255107100939
16.14102312548003,181.1950733568076,19.05527010625232,182.5975202180827
12.3727786578341,144.12947345612136,20.2482712024604,141.52952552816902
11.87923891129032,193.0389404815993,18.79203705837174,193.7039089807663
12.2992597562106,122.03940492957749,17.48409537217278,118.68140243544602
12.465054111049312,105.605751907277,17.835439724694105,102.15048008480994
13.033249373017345,107.29160622065729,17.500810110513736,102.78228858568076
12.32364483685576,120.27131382042252,17.493782872172783,116.91331132629108
